title,author,state,source,district,openLibraryKey,isbn,availability,cover_url
Ruthless,"Shepard, Sara",FL,A,,/works/OL16574333W,0062081861,private,https://covers.openlibrary.org/b/isbn/0062081861-M.jpg?default=false
Stunning,"Shepard, Sara",FL,A,,/works/OL16574334W,0062081896,private,https://covers.openlibrary.org/b/isbn/0062081896-M.jpg?default=false
Toxic,"Shepard, Sara",FL,A,,/works/OL19979289W,006228701X,private,https://covers.openlibrary.org/b/isbn/006228701X-M.jpg?default=false
Unbelievable,"Shepard, Sara",FL,A,,/works/OL12068437W,0060887397,private,https://covers.openlibrary.org/b/isbn/0060887397-M.jpg?default=false
Vicious,"Shepard, Sara",FL,A,,/works/OL19989271W,0062287044,private,https://covers.openlibrary.org/b/isbn/0062287044-M.jpg?default=false
Wanted,"Shepard, Sara",FL,A,,/works/OL15168772W,9780061566172,private,https://covers.openlibrary.org/b/isbn/9780061566172-M.jpg?default=false
More Happy Than Not,"Silvera, Adam",FL,A,,/works/OL20004466W,1616959584,private,
The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,"Slater, Dashka",FL,A,,/works/OL17856784W,9781526361233,private,https://covers.openlibrary.org/b/isbn/9781526361233-M.jpg?default=false
Go Ask Alice,"Sparks, Beatrice",FL,A,,/works/OL264729W,9782724200775,borrow_available,https://covers.openlibrary.org/b/isbn/9782724200775-M.jpg?default=false
Who Was Sally Ride?,"Stine, Megan",FL,A,,/works/OL19333094W,0448466872,private,
The Help,"Stockett, Kathryn",FL,A,,/works/OL11999891W,9781410415530,borrow_available,https://covers.openlibrary.org/b/isbn/9781410415530-M.jpg?default=false
Dear Martin,"Stone, Nic",FL,A,,/works/OL17876380W,349921833X,Unknown,https://covers.openlibrary.org/b/isbn/349921833X-M.jpg?default=false
The Walls Around Us,"Suma, Nova Ren",FL,A,,/works/OL19997991W,1616203722,private,https://covers.openlibrary.org/b/isbn/1616203722-M.jpg?default=false
This One Summer,"Tamaki, Mariko",FL,A,,/works/OL17094879W,9781554981526,private,https://covers.openlibrary.org/b/isbn/9781554981526-M.jpg?default=false
Drama: A Graphic Novel,"Telgemeier, Raina",FL,A,,/works/OL16793507W,9780545779968,private,
The Hate U Give,"Thomas, Angie",FL,A,,/works/OL17714701W,8501111716,borrow_available,https://covers.openlibrary.org/b/isbn/8501111716-M.jpg?default=false
Slaughterhouse-Five,"Vonnegut Jr., Kurt",FL,A,,/works/OL98459W,9780060564926,borrow_available,https://covers.openlibrary.org/b/isbn/9780060564926-M.jpg?default=false
The Glass Castle,"Walls, Jeannette",FL,A,,/works/OL46760W,7535548881,borrow_available,https://covers.openlibrary.org/b/isbn/7535548881-M.jpg?default=false
The Sun Is Also a Star,"Yoon, Nicola",FL,A,,/works/OL18199565W,832715592X,private,https://covers.openlibrary.org/b/isbn/832715592X-M.jpg?default=false
With the Fire on High,"Acevedo, Elizabeth",FL,A,,/works/OL20153019W,198265807X,Unknown,https://covers.openlibrary.org/b/isbn/198265807X-M.jpg?default=false
"How I Paid for College: A Novel of Sex, Theft, Friendship and Musical Theater","Acito, Marc",FL,A,,/works/OL6038242W,1408806681,private,https://covers.openlibrary.org/b/isbn/1408806681-M.jpg?default=false
"Sparks: The epic, Completely True Blue, (Almost) Holy Quest of Debbie","Adams, S.J.",FL,A,,/works/OL16471043W,0738726761,borrow_available,https://covers.openlibrary.org/b/isbn/0738726761-M.jpg?default=false
Smoke in the Sun,"Ahdieh, Renée",FL,A,,/works/OL19748547W,1524738166,Unknown,https://covers.openlibrary.org/b/isbn/1524738166-M.jpg?default=false
Here's to Us,"Albertalli, Becky",FL,A,,/works/OL25794154W,0063071657,Unknown,https://covers.openlibrary.org/b/isbn/0063071657-M.jpg?default=false
Kate in Waiting,"Albertalli, Becky",FL,A,,/works/OL22352572W,9780062643858,Unknown,
What If It's Us,"Albertalli, Becky",FL,A,,/works/OL19755592W,0062795244,private,
Yes No Maybe So,"Albertalli, Becky",FL,A,,/works/OL20644393W,0062977768,Unknown,
Counterfeit Son,"Alphin, Elaine Marie",FL,A,,/works/OL2648229W,0152026452,borrow_available,https://covers.openlibrary.org/b/isbn/0152026452-M.jpg?default=false
How the Garcia Girls Lost Their Accents,"Alvarez, Julia",FL,A,,/works/OL116088W,9780452268067,private,https://covers.openlibrary.org/b/isbn/9780452268067-M.jpg?default=false
"Bless Me, Ultima","Anaya, Rudolfo",FL,A,,/works/OL152076W,9781402583650,borrow_available,https://covers.openlibrary.org/b/isbn/9781402583650-M.jpg?default=false
Murder of Crows,"Ancrum, K.",FL,A,,/works/OL17515280W,9781496539649,Unknown,
Chains,"Anderson, Laurie Halse",FL,A,,/works/OL509192W,9781416905851,private,https://covers.openlibrary.org/b/isbn/9781416905851-M.jpg?default=false
I Know Why The Caged Bird Sings,"Angelou, Maya",FL,A,,/works/OL80021W,1615879226,borrow_available,https://covers.openlibrary.org/b/isbn/1615879226-M.jpg?default=false
The One and Only Bob,"Applegate, Katherine",FL,A,,/works/OL20808748W,0062991310,private,https://covers.openlibrary.org/b/isbn/0062991310-M.jpg?default=false
The One and Only Ivan,"Applegate, Katherine",FL,A,,/works/OL16465449W,2017155101,private,https://covers.openlibrary.org/b/isbn/2017155101-M.jpg?default=false
Almost Flying,"Arlow, Jake Maia",FL,A,,/works/OL24703213W,9780593112939,Unknown,https://covers.openlibrary.org/b/isbn/9780593112939-M.jpg?default=false
Opposition,"Armentrout, Jennifer L.",FL,A,,/works/OL20039422W,1622662644,borrow_available,https://covers.openlibrary.org/b/isbn/1622662644-M.jpg?default=false
White Hot Kiss,"Armentrout, Jennifer L.",FL,A,,/works/OL16813630W,0373211104,private,https://covers.openlibrary.org/b/isbn/0373211104-M.jpg?default=false
The Clan of the Cave Bear,"Auel, Jean M.",FL,A,,/works/OL2746369W,2266122126,borrow_available,https://covers.openlibrary.org/b/isbn/2266122126-M.jpg?default=false
If You Find This,"Baker, Matthew",FL,A,,/works/OL17854759W,1471404528,borrow_available,https://covers.openlibrary.org/b/isbn/1471404528-M.jpg?default=false
"Hi, Jack!","Barnett, Mac",FL,A,,/works/OL20159388W,0425289079,Unknown,
Two-Way Street,"Barnholdt, Lauren",FL,A,,/works/OL8755704W,9781416913184,private,https://covers.openlibrary.org/b/isbn/9781416913184-M.jpg?default=false
Maya and the Rising Dark,"Barron, Rena",FL,A,,/works/OL20728479W,9798855008418,Unknown,
The Vanquishers,"Bayron, Kalynn",FL,A,,/works/OL23380679W,9789381576052,Unknown,https://covers.openlibrary.org/b/isbn/9789381576052-M.jpg?default=false
This Poison Heart,"Bayron, Kalynn",FL,A,,/works/OL24498543W,9781547609956,Unknown,https://covers.openlibrary.org/b/isbn/9781547609956-M.jpg?default=false
Serafina and the Black Cloak,"Beatty, Robert",FL,A,,/works/OL20101417W,9781484711873,private,https://covers.openlibrary.org/b/isbn/9781484711873-M.jpg?default=false
"Sofia Valdez, Future Prez","Beaty, Andrea",FL,A,,/works/OL20531672W,1974968812,Unknown,https://covers.openlibrary.org/b/isbn/1974968812-M.jpg?default=false
Jaws,"Benchley, Peter",FL,A,,/works/OL3454854W,1035048868,borrow_available,
Dumbness is a Dish Best Served Cold,"Benton, Jim",FL,A,,/works/OL28791025W,9780545932936,Unknown,
A Girl Like That,"Bhathena, Tanaz",FL,A,,/works/OL19743688W,1250294584,Unknown,https://covers.openlibrary.org/b/isbn/1250294584-M.jpg?default=false
Boy2Girl,"Blacker, Terence",FL,A,,/works/OL2535264W,9780374309268,private,https://covers.openlibrary.org/b/isbn/9780374309268-M.jpg?default=false
Girl Made of Stars,"Blake, Ashley Herring",FL,A,,/works/OL19740570W,1328778231,private,https://covers.openlibrary.org/b/isbn/1328778231-M.jpg?default=false
La carta de Ivy Aberdeen al mundo/Ivy Aberdeen's Letter to the World,"Blake, Ashley Herring",FL,A,,/works/OL19733071W,8417312331,private,
The Mighty Heart of Sunny St. James,"Blake, Ashley Herring",FL,A,,/works/OL20159222W,9780316515542,private,
Two Dark Reigns,"Blake, Kendare",FL,A,,/works/OL19751543W,9781982554941,Unknown,https://covers.openlibrary.org/b/isbn/9781982554941-M.jpg?default=false
"Then Again, Maybe I Won't","Blume, Judy",FL,A,,/works/OL1838412W,0385739842,borrow_available,https://covers.openlibrary.org/b/isbn/0385739842-M.jpg?default=false
Let Me Play: The Story of Title IX: The Law That Changed the Future of Girls in America,"Blumenthal, Karen",FL,A,,/works/OL27846801W,1665918748,Unknown,
Insignificant Events In The Life Of A Cactus,"Bowling, Dusti",FL,A,,/works/OL19713928W,9781454932994,Unknown,https://covers.openlibrary.org/b/isbn/9781454932994-M.jpg?default=false
The Benefits of Being an Octopus,"Braden, Ann",FL,A,,/works/OL19762779W,1987162935,private,
Lair of Dreams,"Bray, Libba",FL,A,,/works/OL17715962W,0316126047,private,https://covers.openlibrary.org/b/isbn/0316126047-M.jpg?default=false
World War Z: An Oral History of the Zombie War,"Brooks, Max",FL,A,,/works/OL27039315W,9781467653220,Unknown,https://covers.openlibrary.org/b/isbn/9781467653220-M.jpg?default=false
Anya's Ghost,"Brosgol, Vera",FL,A,,/works/OL15746656W,1596435526,private,https://covers.openlibrary.org/b/isbn/1596435526-M.jpg?default=false
Black Girl Unlimited: The Remarkable Story of a Teenage Wizard,"Brown, Echo",FL,A,,/works/OL20641061W,1250309867,Unknown,
The Meaning of Birds,"Brown, Jaye Robin",FL,A,,/works/OL20153013W,9780062824561,Unknown,
Arthur's Birthday,"Brown, Marc",FL,A,,/works/OL7919390W,0316110744,private,https://covers.openlibrary.org/b/isbn/0316110744-M.jpg?default=false
Red Rising,"Brown, Pierce",FL,A,,/works/OL17076473W,1664411429,Unknown,https://covers.openlibrary.org/b/isbn/1664411429-M.jpg?default=false
Two Roads,"Bruchac, Joseph",FL,A,,/works/OL19761558W,0735228868,Unknown,https://covers.openlibrary.org/b/isbn/0735228868-M.jpg?default=false
A Bad Kitty Christmas,"Bruel, Nick",FL,A,,/works/OL20636900W,9780545669146,private,https://covers.openlibrary.org/b/isbn/9780545669146-M.jpg?default=false
Beyond the Break,"Buchta, Heather",FL,A,,/works/OL21887709W,0593096991,Unknown,https://covers.openlibrary.org/b/isbn/0593096991-M.jpg?default=false
Clockwork Orange,"Burgess, Anthony",FL,A,,/works/OL261794W,9788576574637,borrow_available,https://covers.openlibrary.org/b/isbn/9788576574637-M.jpg?default=false
Smack,"Burgess, Melvin",FL,A,,/works/OL462895W,9780380732234,private,https://covers.openlibrary.org/b/isbn/9780380732234-M.jpg?default=false
The Hit,"Burgess, Melvin",FL,A,,/works/OL17708064W,0545557003,private,https://covers.openlibrary.org/b/isbn/0545557003-M.jpg?default=false
Once and Future,"Capetta, A. R.",FL,A,,/works/OL1388028W,8497590910,private,
"Me, Him, Them and It","Carter, Caela",FL,A,,/works/OL16645646W,9781619631861,private,
I Stop Somewhere,"Carter, TE",FL,A,,/works/OL20838172W,9781427294661,Unknown,https://covers.openlibrary.org/b/isbn/9781427294661-M.jpg?default=false
Bitterblue,"Cashore, Kristin",FL,A,,/works/OL16262971W,9782360510658,private,https://covers.openlibrary.org/b/isbn/9782360510658-M.jpg?default=false
"Jane, Unlimited","Cashore, Kristin",FL,A,,/works/OL19360870W,9780735230750,private,https://covers.openlibrary.org/b/isbn/9780735230750-M.jpg?default=false
Winterkeep,"Cashore, Kristin",FL,A,,/works/OL15631967W,1473232775,Unknown,https://covers.openlibrary.org/b/isbn/1473232775-M.jpg?default=false
The School for Good and Evil,"Chainani, Soman",FL,A,,/works/OL16810944W,9780007492947,private,
Imaginary Friend,"Chbosky, Stephen",FL,A,,/works/OL41900052W,6073913265,Unknown,
Girl With a Pearl Earring,"Chevalier, Tracy",FL,A,,/works/OL456231W,0007154755,borrow_available,https://covers.openlibrary.org/b/isbn/0007154755-M.jpg?default=false
Mixed: A Colorful Story,"Chung, Arree",FL,A,,/works/OL19748791W,1250142733,Unknown,https://covers.openlibrary.org/b/isbn/1250142733-M.jpg?default=false
The Belles,"Clayton, Dhonielle",FL,A,,/works/OL19915024W,125017872X,Unknown,
Ghost World,"Clowes, Daniel",FL,A,,/works/OL5735251W,9781560974390,private,https://covers.openlibrary.org/b/isbn/9781560974390-M.jpg?default=false
Naomi and Ely's No Kiss List,"Cohn, Rachel",FL,A,,/works/OL5720627W,0375844406,private,https://covers.openlibrary.org/b/isbn/0375844406-M.jpg?default=false
Nick and Norah's Infinite Playlist,"Cohn, Rachel",FL,A,,/works/OL5720633W,9788380740150,borrow_available,https://covers.openlibrary.org/b/isbn/9788380740150-M.jpg?default=false
The Kingdom of Little Wounds,"Cokal, Susann",FL,A,,/works/OL19973344W,076368757X,borrow_available,https://covers.openlibrary.org/b/isbn/076368757X-M.jpg?default=false
When It Happens,"Colasanti, Susane",FL,A,,/works/OL5833951W,9780670060290,private,https://covers.openlibrary.org/b/isbn/9780670060290-M.jpg?default=false
Tyler Johnson was Here,"Coles, Jay",FL,A,,/works/OL19734280W,9780316440776,Unknown,
Leviathan Wakes,"Corey, James S. A.",FL,A,,/works/OL16114008W,9780316390682,error,https://covers.openlibrary.org/b/isbn/9780316390682-M.jpg?default=false
Beyond the Chocolate War,"Cormier, Robert",FL,A,,/works/OL15857634W,9780006726814,private,https://covers.openlibrary.org/b/isbn/9780006726814-M.jpg?default=false
We All Fall Down,"Cormier, Robert",FL,A,,/works/OL55345W,9780575053045,private,
Vigilante,"Cross, Kady",FL,A,,/works/OL20057458W,1488015325,Unknown,
The Midwife's Apprentice,"Cushman, Karen",FL,A,,/works/OL2973563W,0395692296,private,https://covers.openlibrary.org/b/isbn/0395692296-M.jpg?default=false
Cherry Money Baby,"Cusick, John M.",FL,A,,/works/OL20349442W,9781406337594,borrow_available,https://covers.openlibrary.org/b/isbn/9781406337594-M.jpg?default=false
Revolting Rhymes,"Dahl, Roald",FL,A,,/works/OL45878W,0141374233,borrow_available,https://covers.openlibrary.org/b/isbn/0141374233-M.jpg?default=false
The Miseducation of Cameron Post,"Danforth, Emily M.",FL,A,,/works/OL15920488W,836760413X,error,https://covers.openlibrary.org/b/isbn/836760413X-M.jpg?default=false
Debating Darcy,"Dasgupta, Sayantani",FL,A,,/works/OL24809043W,1338813722,Unknown,https://covers.openlibrary.org/b/isbn/1338813722-M.jpg?default=false
Five Feet Apart,"Daughtry, Mikki",FL,A,,/works/OL27741514W,,Unknown,
"Stronger, Faster, and More Beautiful","Dayton, Arwen Elys",FL,A,,/works/OL21195782W,0008322384,Unknown,
Mexican Whiteboy,"de la Peña, Matt",FL,A,,/works/OL25824865W,0440239389,Unknown,https://covers.openlibrary.org/b/isbn/0440239389-M.jpg?default=false
Milo Imagines the World,"de la Peña, Matt",FL,A,,/works/OL24155610W,1529066328,Unknown,
Star-Crossed,"Dee, Barbara",FL,A,,/works/OL20050913W,1481478508,private,
Legendborn,"Deonn, Tracy",FL,A,,/works/OL20991847W,9781398501874,Unknown,https://covers.openlibrary.org/b/isbn/9781398501874-M.jpg?default=false
Someone Like You,"Dessen, Sarah",FL,A,,/works/OL175868W,0807215651,private,
Empire of Wild,"Dimaline, Cherie",FL,A,,/works/OL20917658W,1474621589,Unknown,
The Marrow Thieves,"Dimaline, Cherie",FL,A,,/works/OL19662791W,9781537998107,Unknown,https://covers.openlibrary.org/b/isbn/9781537998107-M.jpg?default=false
Lies You Never Told Me,"Donaldson, Jennifer",FL,A,,/works/OL19744494W,9781595148537,Unknown,https://covers.openlibrary.org/b/isbn/9781595148537-M.jpg?default=false
A Yellow Raft in Blue Water,"Dorris, Michael",FL,A,,/works/OL2625576W,9780613611510,borrow_available,https://covers.openlibrary.org/b/isbn/9780613611510-M.jpg?default=false
The Taking of Jake Livingston,"Douglass, Ryan",FL,A,,/works/OL24744269W,198481253X,Unknown,https://covers.openlibrary.org/b/isbn/198481253X-M.jpg?default=false
The Last True Poets of the Sea,"Drake, Julia",FL,A,,/works/OL20417371W,9781432880897,Unknown,
A Perfect Blank,"Duran, Rye",FL,A,,/works/OL24192059W,1538383438,Unknown,
Who Was Elvis Presley?,"Edgers, Geoff",FL,A,,/works/OL1661967W,1536411094,private,
Chain Reaction,"Elkeles, Simone",FL,A,,/works/OL16214108W,9780802720870,private,https://covers.openlibrary.org/b/isbn/9780802720870-M.jpg?default=false
Perfect Chemistry,"Elkeles, Simone",FL,A,,/works/OL8420746W,9781441888518,private,https://covers.openlibrary.org/b/isbn/9781441888518-M.jpg?default=false
I Am a Taxi,"Ellis, Deborah",FL,A,,/works/OL15837135W,9780888997364,private,https://covers.openlibrary.org/b/isbn/9780888997364-M.jpg?default=false
Recess Warriors: Hero Is A Four-Letter Word,"Emerson, Marcus",FL,A,,/works/OL19360813W,9780606395816,Unknown,https://covers.openlibrary.org/b/isbn/9780606395816-M.jpg?default=false
Bitter,"Emezi, Akwaeke",FL,A,,/works/OL25345207W,0593309030,Unknown,https://covers.openlibrary.org/b/isbn/0593309030-M.jpg?default=false
You're in the Wrong Bathroom!: And 20 Other Myths and Misconceptions About Transgender and Gender-Nonconforming People,"Erickson-Schroth, Laura",FL,A,,/works/OL20055309W,0807033898,private,https://covers.openlibrary.org/b/isbn/0807033898-M.jpg?default=false
Dancing at the Pity Party: A Dead Mom Graphic Memoir,"Feder, Tyler",FL,A,,/works/OL20689871W,9780525553021,Unknown,https://covers.openlibrary.org/b/isbn/9780525553021-M.jpg?default=false
Better Nate Than Ever,"Federle, Tim",FL,A,,/works/OL16506059W,1442446919,private,
"Five, Six, Seven, Nate","Federle, Tim",FL,A,,/works/OL17530849W,9781442446939,private,https://covers.openlibrary.org/b/isbn/9781442446939-M.jpg?default=false
Wild Tongues Can't Be Tamed: 15 Voices from the Latinx Diaspora,"Fennell, Saraciea J.",FL,A,,/works/OL24520309W,1250763436,Unknown,https://covers.openlibrary.org/b/isbn/1250763436-M.jpg?default=false
Manu,"Fernández, Kelly",FL,A,,/works/OL25458222W,1338264192,Unknown,https://covers.openlibrary.org/b/isbn/1338264192-M.jpg?default=false
Lulu is a Rhinoceros,"Flom, Jason",FL,A,,/works/OL19752098W,9780692070987,Unknown,
I Will Dance,"Flood, Nancy Bo",FL,A,,/works/OL20756426W,153443061X,Unknown,https://covers.openlibrary.org/b/isbn/153443061X-M.jpg?default=false
Dark Places,"Flynn, Gillian",FL,A,,/works/OL5842017W,8324025901,borrow_available,https://covers.openlibrary.org/b/isbn/8324025901-M.jpg?default=false
The Accidental Apprentice,"Foody, Amanda",FL,A,,/works/OL17431636W,9781471113154,private,https://covers.openlibrary.org/b/isbn/9781471113154-M.jpg?default=false
Just One Day,"Forman, Gayle",FL,A,,/works/OL17047889W,0525425918,private,https://covers.openlibrary.org/b/isbn/0525425918-M.jpg?default=false
Just One Year,"Forman, Gayle",FL,A,,/works/OL17766177W,0606361901,private,https://covers.openlibrary.org/b/isbn/0606361901-M.jpg?default=false
The Slave Dancer,"Fox, Paula",FL,A,,/works/OL67354W,1850899622,borrow_available,
"Alas, Babylon","Frank, Pat",FL,A,,/works/OL2003035W,0613291816,borrow_available,
